PostingID|Sponsor|StudyTitle|Disorder|Phase|LinkToSponsorStudyRegistry|LinkToClinicalTrials|drug_cui|drug_names
1709|GSK|A randomized, double-blind, parallel group, placebo and active (prednisone) controlled, 6-week study of the effect of fluticasone furoate aqueous nasal spray 100mcg QD on the hypothalamic pituitary adrenocortical (HPA) axis in adolescents and adults 12 to 65 years of age with perennial allergic rhinitis (PAR)|Rhinitis, Allergic, Perennial|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=FFR20002|http://clinicaltrials.gov/show/NCT00116818|[C1948374]|[fluticasone furoate]
1710|GSK|A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Multi-Center Study to Evaluate the Efficacy and Safety of Once-Daily, Intranasal Administration of GW685698X Aqueous Nasal Spray 100mcg for 14 days in Adult and Adolescent Subjects with Seasonal Allergic Rhinitis|Rhinitis, Allergic, Seasonal|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=FFR30003|http://clinicaltrials.gov/show/NCT00115622|[C1948374]|[fluticasone furoate]
1711|GSK|A non-randomized, open label, two period cross-over study to determine the excretion balance and pharmacokinetics of [14C]-GW685698, administered as single doses of an oral solution and an intravenous infusion to healthy adult male subjects|Rhinitis, Allergic, Perennial|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=FFR10008|nan|[C1948374]|[fluticasone furoate]
1712|GSK|A randomised, double-blind, double-dummy, placebo controlled (with rescue medication), multicenter study to evaluate the efficacy and safety of Fluticasone Furoate inhalation powder in the treatment of persistent asthma in adults and adolescents.|Asthma|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=112059|http://clinicaltrials.gov/show/NCT01159912|[C1948374]|[fluticasone furoate]
1713|GSK|A randomised, repeat-dose, placebo-controlled, double-blind study to evaluate and compare the efficacy of Fluticasone Furoate/Vilanterol Inhalation Powder, when administered either in the morning or in the evening, in male and female asthmatic subjects|Asthma|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=114624|http://clinicaltrials.gov/show/NCT01287065|[C1948374, C2935023]|[fluticasone furoate, vilanterol]
1715|GSK|A randomised, placebo-controlled, four way crossover study to evaluate the effect of double-blind 4000 mcg of orally inhaled GW685698X and of 6.25 mg cellobiose octa-acetate on electrocardiographic parameters, with single-blind 400 mg of oral moxifloxacin as a positive control, in 40 healthy male and female subjects.|Rhinitis, Allergic, Perennial|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=101888|nan|[C1948374]|[fluticasone furoate]
1716|GSK|A randomised, open label, 2-way cross-over study to assess the absolute bioavailability of GW685698X administered intranasally in healthy male and female subjects|Rhinitis, Allergic, Perennial|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=FFR10010|nan|[C1948374]|[fluticasone furoate]
1717|GSK|A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Multicenter Study to Evaluate the Safety and Efficacy of Once-Daily, Intranasal Administration of GW685698X Aqueous Nasal Spray 50mg and 100mcg for 12 Weeks in Pediatric Subjects Ages 2 to <12 Years with Perennial Allergic Rhinitis (PAR)|Rhinitis, Allergic, Perennial|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=FFR30008|http://clinicaltrials.gov/show/NCT00108914|[C1948374]|[fluticasone furoate]
1718|GSK|A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Multicenter Study to Evaluate the Efficacy and Safety of Once-Daily, Intranasal Administration of GW685698X Aqueous Nasal Spray 100mcg for 4 Weeks in Adult and Adolescent Subjects (12 years of age and older) with Vasomotor Rhinitis|Rhinitis, Vasomotor|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=FFR30006|http://clinicaltrials.gov/show/NCT00117325|[C1948374]|[fluticasone furoate]
1719|GSK|A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Multicenter Study to Evaluate the Efficacy and Safety of Once-Daily, Intranasal Administration of GW685698X Aqueous Nasal Spray 100mcg for 4 Weeks in Adult and Adolescent Subjects (12 years of age and older) with Vasomotor Rhinitis|Rhinitis, Vasomotor|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=FFR30007|http://clinicaltrials.gov/show/NCT00118703|[C1948374]|[fluticasone furoate]
1720|GSK|A Randomized, Single-Blind, Cross-Over, Multicenter Study to Validate the Preference Module of the Experience with Allergic Rhinitis Nasal Sprays Questionnaire (EARNS-Q) Administered to Adult Subjects with Seasonal Allergic Rhinitis during a Three-week Cross-over Study|Rhinitis, Allergic, Perennial|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=FFR105693|http://clinicaltrials.gov/show/NCT00346775|[C1948374]|[fluticasone furoate]
1721|GSK|A Randomized, Open Label, Active Controlled (Mometasone Furoate Aqueous Nasal Spray [Nasonex®] 200mcg QD), Parallel Group, Multi-Center, 52-Week Study to Assess the Long Term Safety of GW685698X Aqueous Nasal Spray 100mcg QD via Nasal Biopsy in Subjects 18 Years of Age with Perennial Allergic Rhinitis (PAR)|Rhinitis, Allergic, Perennial|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=FFR104503|http://clinicaltrials.gov/show/NCT00224523|[C1948374]|[fluticasone furoate]
1722|GSK|A randomised, double-blind, multi-centre study to evaluate the efficacy and safety of inhaled fluticasone furoate in the treatment of persistent asthma in adults and adolescents currently receiving mid to high strength inhaled corticosteroids.|Asthma|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=114496|http://clinicaltrials.gov/show/NCT01431950|[C1948374]|[fluticasone furoate]
1723|GSK|A Randomized, Double-Blind, Placebo-Controlled, Parallel Group, Multicenter Study to Evaluate the Efficacy and Safety of GW685698X 200 mcg Twice Daily, GW685698X 200 mcg and 400 mcg Once Daily in the Morning, and GW685698X 200 mcg and 400 mcg Once Daily in the Evening Compared with Placebo for 8 Weeks in Adolescent and Adult Subjects (12 years of age and older) with Persistent Asthma|Asthma|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=FFA106783|http://clinicaltrials.gov/show/NCT00398645|[C1948374]|[fluticasone furoate]
1724|GSK|A randomised, double-blind, placebo-controlled, incomplete block, 3-way cross-over study to investigate the effect of repeat inhaled doses of GW685698X and FP on airway responsiveness to adenosine 5’-monophosphate (AMP) in mild asthmatic patients|Asthma|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=FFA10022|nan|[C1948374]|[fluticasone furoate]
1725|GSK|A randomised, double-blind, placebo-controlled, 6-way cross-over design study to investigate the effect of 250 µg single inhaled doses of GW685698X and FP on airway responsiveness to adenosine 5’-monophosphate (AMP) challenge in mild asthmatic patients|Asthma|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=FFA10027|nan|[C1948374]|[fluticasone furoate]
1726|GSK|A randomised, double-blind, placebo-controlled, balanced incomplete block, multiple dose crossover study to investigate the effect of 3 Days repeat dosing of GW685698X and fluticasone propionate (1000 µg) on exhaled nitric oxide in mild to moderate asthmatic patients.|Asthma|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=FFA10028|nan|[C1948374]|[fluticasone furoate]
1727|GSK|A study to investigate the pharmacokinetics of a single inhaled dose (400mcg) of GW685698X and its effect on serum cortisol in patients with impaired liver function and matched control subjects.|Asthma|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=FFA10013|http://clinicaltrials.gov/show/NCT00419237|[C1948374]|[fluticasone furoate]
1728|GSK|A randomised double-blind placebo controlled parallel group multicentre long term study to evaluate the safety of once-daily, intranasal administration of GW685698X aqueous nasal spray 100mcg* for 52 weeks in adult and adolescent subjects with perennial allergic rhinitis.|Rhinitis, Allergic, Perennial|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=102123|nan|[C1948374]|[fluticasone furoate]
1729|GSK|A randomized, double-blind, placebo-controlled, two-way crossover 14-day study to investigate the safety, tolerability, pharmacodynamics and pharmacokinetics of repeat dose inhaled fluticasone furoate 100ug (micrograms) in children aged 5-11 years with persistent asthma|Asthma|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=102942|http://clinicaltrials.gov/show/NCT01332292|[C1948374]|[fluticasone furoate]
1730|GSK|A Randomized, Double Blind, Placebo-Controlled, Single-Dose, Parallel-Group Study to Evaluate the Onset of Action of a Single Dose of Intranasal GW685698X Aqueous Nasal Spray 100mcg in Adolescent and Adult Subjects (12 years of age and older) with Seasonal Allergic Rhinitis Exposed to Ragweed Pollen in an Allergen Challenge Chamber|Rhinitis, Allergic, Seasonal|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=FFR101816|http://clinicaltrials.gov/show/NCT00118729|[C1948374]|[fluticasone furoate]
1731|GSK|A Randomised, Double-Blind, Placebo-Controlled, Parallel Group, Multicentre Two Week Study to Evaluate the Efficacy and Safety of Once-Daily, Intranasal Administration of GW685698X Aqueous Nasal Spray 100mcg in Adult and Adolescent Subjects with Seasonal Allergic Rhinitis in Europe|Rhinitis, Allergic, Seasonal|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=FFR103184|http://clinicaltrials.gov/show/NCT00225823|[C1948374]|[fluticasone furoate]
1732|GSK|A Randomised, Double-Blind, Placebo-Controlled, Two-Week Crossover, Knemometric Assessment of the Effect of Fluticasone Furoate Nasal Spray 100mcg Once Daily on Short-Term Growth in Children Aged 6 to 11 Years with Seasonal and/or Perennial Allergic Rhinitis|Rhinitis, Allergic, Perennial and Seasonal|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=FFR101747|http://clinicaltrials.gov/show/NCT00109486|[C1948374]|[fluticasone furoate]
1733|GSK|A randomized, double-blind, parallel group, placebo controlled, 6-week study of the effect of GW685698X aqueous nasal spray 100mcg QD on the hypothalamic pituitary adrenocortical (HPA) axis in children 2 to 11 years of age with perennial allergic rhinitis (PAR).|Rhinitis, Allergic, Perennial|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=FFR100012|http://clinicaltrials.gov/show/NCT00116883|[C1948374]|[fluticasone furoate]
1734|GSK|See Detailed Description|Rhinitis, Allergic, Seasonal|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=FFR104861|http://clinicaltrials.gov/show/NCT00197262|[C1948374]|[fluticasone furoate]
1735|GSK|A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Multicenter Study to Evaluate the Efficacy and Safety of Once-Daily, Intranasal Administration of GW685698X Aqueous Nasal Spray 50mcg and 100mcg for 2 Weeks in Pediatric Subjects Ages 2 to <12 Years with Seasonal Allergic Rhinitis (SAR)|Rhinitis, Allergic, Perennial|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=FFR100010|http://clinicaltrials.gov/show/NCT00107757|[C1948374]|[fluticasone furoate]
1736|GSK|A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Multicenter Study to Evaluate the Efficacy and Safety of Once-Daily Intranasal Administration of GW685698X Aqueous Nasal Spray 100mcg for 6 Weeks in Adult and Adolescent Subjects 12 years of Age and Older with Perennial Allergic Rhinitis (PAR)|Rhinitis, Allergic, Perennial|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=FFR106080|http://clinicaltrials.gov/show/NCT00289198|[C1948374]|[fluticasone furoate]
1737|GSK|A Long-Term, Randomized, Double-Blind, Parallel Group Study of Fluticasone Furoate/GW642444 Inhalation Powder Once-Daily and Fluticasone Furoate Inhalation Powder Once-Daily in Subjects with Asthma|Asthma|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=106837|http://clinicaltrials.gov/show/NCT01086384|[C1948374, C2935023]|[fluticasone furoate, vilanterol]
1738|GSK|HZA106827: A randomised, double-blind, placebo-controlled (with rescue medication), parallel group multicentre study of Fluticasone Furoate/GW642444 Inhalation Powder and Fluticasone Furoate Inhalation Powder alone in the treatment of persistent asthma in adults and adolescents|Asthma|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=106827|http://clinicaltrials.gov/show/NCT01165138|[C1948374, C2935023]|[fluticasone furoate, vilanterol]
1739|GSK|A two cohort, randomised, single-blind, two-way crossover design study to assess the effects of single doses of nasally administered fluticasone propionate (400 mcg) and a new chemical entity (NCE) on nuclear translocation of the glucocorticoid receptor, using biopsy, in male healthy volunteers.|Rhinitis, Allergic, Perennial|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=FFR10006|nan|[C1948374, C0117996]|[fluticasone furoate, fluticasone propionate]
1740|GSK|A randomized blinded pilot trial of fondaparinux sodium (Arixtra®) versus unfractionated heparin in addition to standard therapy in a broad range of patients undergoing percutaneous coronary intervention (ASPIRE)|Thromboembolism|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=104574|nan|[C1099664]|[fondaparinux sodium]
1741|GSK|An International Randomized Study Evaluating the Efficacy and Safety of Fondaparinux Versus Control Therapy in a Broad Range of Patients With ST Segment Elevation Acute Myocardial Infarction.|Thromboembolism|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=103413|http://clinicaltrials.gov/show/NCT00064428|[C1099664]|[fondaparinux sodium]
1742|GSK|A multicenter, randomized, double-blind, parallel group trial to demonstrate the efficacy of fondaparinux sodium in association with Intermittent Pneumatic Compression (IPC) versus IPC used alone for the prevention of venous thromboembolic events in subjects at increased risk undergoing major abdomi|Thromboembolism|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=103414|http://clinicaltrials.gov/show/NCT00038961|[C1099664]|[fondaparinux sodium]
1743|GSK|An international, randomized, double-blind study evaluating the efficacy and safety of fondaparinux versus enoxaparin in the acute treatment of unstable angina/non ST-segment elevation MI acute coronary syndromes|Thromboembolism|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=103420|http://clinicaltrials.gov/show/NCT00139815|[C1099664]|[fondaparinux sodium]
1744|GSK|A multinational, randomized, double-blind comparison of once daily subcutaneous fondaparinux sodium with placebo for the prevention of venous thromboembolic events in acutely ill medical patients (ARTEMIS).|Thrombosis, Venous|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=104619|nan|[C1099664]|[fondaparinux sodium]
1770|GSK|Evaluate the effect of risk factors that influence the immunogenicity of GSK Biologicals Twinrix compared to hepatitis A and hepatitis B vaccines given separately and to show the non-inferiority between the vaccines in adults|Hepatitis A; Hepatitis B|Phase 4|https://www.gsk-studyregister.com/en/trial-details/?id=111149|http://clinicaltrials.gov/show/NCT00603252|[C0593953]|[Twinrix]
1771|GSK|Evaluate Persistence of Immune Response of GSK Biologicals’ TWINRIX™ Vaccine Administered According to 0,6 Month Schedule Versus TWINRIX™ JUNIOR Administered According to 0,1,6 Month Schedule, in Subjects Aged 12-15 years at Time of First Vaccine Dose|Hepatitis A; Hepatitis B|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=100566|http://clinicaltrials.gov/show/NCT00197119|[C0593953]|[Twinrix]
1772|GSK|Evaluate Persistence of Immune Response of GSK Biologicals’ TWINRIX™ Vaccine Administered According to 0,6 Month Schedule Versus TWINRIX™ JUNIOR Administered According to 0,1,6 Month Schedule, in Subjects Aged 12-15 years at Time of First Vaccine Dose|Hepatitis A; Hepatitis B|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=100566|http://clinicaltrials.gov/show/NCT00197119|[C0593953]|[Twinrix]
1773|GSK|Evaluate Persistence of Immune Response of GSK Biologicals’ TWINRIX™ Vaccine Administered According to 0,6 Month Schedule Versus TWINRIX™ JUNIOR Administered According to 0,1,6 Month Schedule, in Subjects Aged 12-15 years at Time of First Vaccine Dose|Hepatitis A; Hepatitis B|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=100566|http://clinicaltrials.gov/show/NCT00197119|[C0593953]|[Twinrix]
1774|GSK|Evaluate Persistence of Immune Response of GSK Biologicals’ TWINRIX™ Vaccine Administered According to 0,6 Month Schedule Versus TWINRIX™ JUNIOR Administered According to 0,1,6 Month Schedule, in Subjects Aged 12-15 years at Time of First Vaccine Dose|Hepatitis A; Hepatitis B|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=100566|http://clinicaltrials.gov/show/NCT00197119|[C0593953]|[Twinrix]
1775|GSK|Evaluate Persistence of Immune Response of GSK Biologicals’ TWINRIX™ Vaccine Administered According to 0,6 Month Schedule Versus TWINRIX™ JUNIOR Administered According to 0,1,6 Month Schedule, in Subjects Aged 12-15 years at Time of First Vaccine Dose|Hepatitis A; Hepatitis B|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=100566|http://clinicaltrials.gov/show/NCT00197119|[C0593953]|[Twinrix]
1799|GSK|A randomised, open-label, parallel-group design study to evaluate the pharmacokinetic characteristics, safety and tolerability of single oral doses of three prototype 300mg enteric coated - modified release formulations of Lamotrigine in healthy subjects.|Epilepsy|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=105377|nan|[C0064636]|[lamotrigine]
1800|GSK|A two-part, open label study in healthy, young, male and female volunteers to evaluate the pharmacokinetic characteristics of single and repeat oral doses of Lamictal SR/XR prototype formulations and to study the effects of food on pharmacokinetic parameters.|Epilepsy|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=LAM10005|nan|[C0064636]|[lamotrigine]
1801|GSK|An open-label study in healthy male and female volunteers to evaluate the repeat dose pharmacokinetics and dose strength equivalence of lamotrigine enteric coated modified release tablets over the dose range 25-200 mg.|Epilepsy|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=LAM10017|nan|[C0064636]|[lamotrigine]
1802|GSK|Open label, safety study for use of lamictal in patients with diabetic neuropathy|Neuropathy, Diabetic|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=NPP30006|nan|[C0064636]|[lamotrigine]
1803|GSK|A Multicenter, Double-blind, Randomized, Parallel-group Evaluation of LAMICTAL Extended-Release Adjunctive Therapy in Patients with Primary Generalized Tonic-Clonic Seizures|Epilepsy, Tonic-Clonic|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=LAM100036|http://clinicaltrials.gov/show/NCT00104416|[C0064636]|[lamotrigine]
1804|GSK|A Multicenter, Double-Blind, Randomized, Parallel-group Evaluation of LAMICTAL Extended-release Adjunctive Therapy in Subjects with Partial Seizures|Epilepsy, Partial|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=LAM100034|http://clinicaltrials.gov/show/NCT00113165|[C0064636]|[lamotrigine]
1805|GSK|An open-label, randomised, single-dose, parallel-group study to evaluate the pharmacokinetic characteristics, safety and tolerability of up to two formulations (with different taste masking approaches) of an orally disintegrating tablet (ODT) of lamotrigine at 25mg and 200mg versus the immediate release (IR) lamotrigine in healthy subjects|Mental Disorders|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=LBI108614|http://clinicaltrials.gov/show/NCT00410371|[C0064636]|[lamotrigine]
1806|GSK|A Multicenter, Double-Blind, Placebo-Controlled, Fixed-Dose, 8-Week Evaluation of the Efficacy and Safety of Lamotrigine in the Treatment of Depression in Patients with Type II Bipolar Disorder|Bipolar Disorder|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=SCA100223|http://clinicaltrials.gov/show/NCT00274677|[C0064636]|[lamotrigine]
1807|GSK|Double blind placebo controlled study of lamictal in acute bipolar depression|Bipolar Disorder|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=SCA30924|http://clinicaltrials.gov/show/NCT00056277|[C0064636]|[lamotrigine]
1808|GSK|Lamictal in Combination with Newer and Older Antiepileptic Drugs and as Monotherapy: A Practical Clinical Assessment of Tolerability and Clinical Effectiveness (The TARGET Study: Trial to Assess and Refine Global Epilepsy Treatment)|Epilepsy|Phase 4|https://www.gsk-studyregister.com/en/trial-details/?id=LAM40091|nan|[C0064636]|[lamotrigine]
1809|GSK|A Multicenter, Double-blind, Randomized Study to Evaluate the Safety and Efficacy of Lamotrigine 200mg/day, 300mg/day, and 400mg/day Compared with Placebo in Subjects with Painful Diabetic Neuropathy|Neuropathy, Diabetic|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=NPP30004|nan|[C0064636]|[lamotrigine]
1810|GSK|A Multicenter, Double-blind, Randomized Study to Evaluate the Safety and Efficacy of Lamotrigine 200mg/day, 300mg/day, and 400mg/day Compared with Placebo in Subjects with Painful Diabetic Neuropathy|Neuropathy, Diabetic|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=NPP30005|nan|[C0064636]|[lamotrigine]
1811|GSK|A Multicenter, Double-blind, Placebo-controlled, Randomized, Fixed-dose Evaluation of the Safety and Efficacy of Lamotrigine in the Long-term Prevention of Relapse and Recurrence of Depression and/or Mania in Subjects with Bipolar I Disorder|Bipolar Disorder|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=SCAB2003|nan|[C0064636]|[lamotrigine]
1812|GSK|Open-Label, Multicenter, Randomized Trial to Evaluate the Development of Components of Polycystic Ovary Syndrome (PCOS) in Female Subjects Initiating Lamotrigine or Valproate Either as Monotherapy for Newly Diagnosed Epilepsy or as Adjunctive Therapy for Inadequately Controlled Epilepsy|Epilepsy|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=LAM30007|nan|[C0064636]|[lamotrigine]
1813|GSK|A Multicenter, Double-Blind, Randomized Conversion to Monotherapy Comparison of Two Doses of Lamotrigine for the Treatment of Partial Seizures|Epilepsy, Partial|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=LAM30055|http://clinicaltrials.gov/show/NCT00355082|[C0064636]|[lamotrigine]
1814|GSK|A Multi-Center, Double-Blind, Randomized, Placebo-Controlled, Parallel-Group Evaluation of Lamotrigine Adjunctive Therapy in Subjects wtih Primary Generalized Tonic-Clonic Seizures|Epilepsy, Tonic-Clonic|Phase 4|https://www.gsk-studyregister.com/en/trial-details/?id=LAM40097|http://clinicaltrials.gov/show/NCT00043901|[C0064636]|[lamotrigine]
1815|GSK|An Open-label, Double Conversion Study to Characterize the Pharmacokinetics of Lamotrigine when Switching Patients with Epilepsy on LAMICTAL Immediate-release to Extended-release Formulation and Vice Versa|Epilepsy|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=LEP103944|http://clinicaltrials.gov/show/NCT00264615|[C0064636]|[lamotrigine]
1816|GSK|A Double-Blind, Placebo-Controlled, Add-On Clinical Trial of the Safety, Pharmacokinetics and Efficacy of Lamictal in Pediatric Age Subjects (1-24 months)|Epilepsy|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=LAM20006|http://clinicaltrials.gov/show/NCT00043875|[C0064636]|[lamotrigine]
1817|GSK|An Open-Label, Uncontrolled, Long-Term Study to Assess the Safety of LAMICTAL in Pediatric Subjects Previously Enrolled in Protocol LAM20006 and In LAMICTAL-naive subjects (1-24 months of age)|Epilepsy|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=LAM20007|http://clinicaltrials.gov/show/NCT00044278|[C0064636]|[lamotrigine]
1818|GSK|Double-blind Randomized Trial of Cognitive Effects of LAMICTAL (lamotrigine) versus Topiramate in Epilepsy|Epilepsy|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=LAM40112|nan|[C0064636]|[lamotrigine]
1819|GSK|A randomised, blinded, parallel group study to investigate the potential pharmacokinetic interaction between lamotrigine and risperidone in healthy, non-smoking, male volunteers.|Schizophrenia|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=101963|nan|[C0064636]|[lamotrigine]
1820|GSK|A study to evaluate the effect of repeat oral doses of lamotrigine on cardiac conduction as assessed by 12-Lead ECG as compared to placebo and single oral doses of moxifloxacin.|Epilepsy|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=104648|nan|[C0064636]|[lamotrigine]
1821|GSK|Lamictal for use in treatment of Bipolar Disorder In Adults. A Practical Clinical Assessment of Tolerability and Clinical Effectiveness.|Bipolar Disorder|Phase 4|https://www.gsk-studyregister.com/en/trial-details/?id=SCA40917|http://clinicaltrials.gov/show/NCT00067938|[C0064636]|[lamotrigine]
1822|GSK|A Multicenter, Double-Blind, Randomized, Placebo-Controlled Evaluation of LAMICTAL (lamotrigine) in Adult Subjects with HIV-Associated Peripheral Neuropathy|Peripheral Neuropathies|Phase 4|https://www.gsk-studyregister.com/en/trial-details/?id=LAM40006|nan|[C0064636]|[lamotrigine]
1823|GSK|A Multicenter, Open-Label Conversion of Valproate Monotherapy to Lamotrigine Monotherapy in Patients with Epilepsy|Epilepsy|Phase 4|https://www.gsk-studyregister.com/en/trial-details/?id=LAM40013|http://clinicaltrials.gov/show/NCT00043914|[C0064636]|[lamotrigine]
1824|GSK|A randomised, partially blinded, parallel group study to investigate the potential pharmacokinetic interaction between lamotrigine and olanzapine in healthy, non-smoking, male volunteers.|Bipolar Disorder|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=SCA10908|nan|[C0064636]|[lamotrigine]
1825|GSK|A randomised, partially blinded, parallel group study to investigate the potential pharmacokinetic interaction between lamotrigine and oxcarbazepine in healthy, non-smoking, male volunteers.|Bipolar Disorder|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=SCA10910|nan|[C0064636]|[lamotrigine]
1826|GSK|A Multicenter, Double-Blind, Placebo-Controlled, Fixed-Dose Evaluation of the Safety, Efficacy, and Tolerability of LAMICTAL (Lamotrigine) in the Treatment of a Major Depressive Episode in Patients with Type I Bipolar Disorder|Bipolar Disorder|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=SCA40910|nan|[C0064636]|[lamotrigine]
1827|GSK|Double blind, double-dummy, randomised, placebo controlled study to evaluate the effect of single doses of drug A (lamotrigine) and drug B (vofopitant) alone and in combination on resting motor threshold in healthy subjects|Bipolar Disorder|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=112676|http://clinicaltrials.gov/show/NCT00907985|[C0064636]|[lamotrigine]
1828|GSK|An Open-label Evaluation of LAMICTAL (lamotrigine) Monotherapy for the Treatment of Newly-diagnosed Typical Absence Seizures in Children and Adolescents|Seizure, Absence|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=LAM100118|http://clinicaltrials.gov/show/NCT00144872|[C0064636]|[lamotrigine]
1829|GSK|A Multicenter, Randomized, Double-Blind, Parallel Group Study to Evaluate the Efficacy and Safety of a Flexible Dose of Lamotrigine Compared to Placebo as an Adjunctive Therapy to an Atypical Antipsychotic Agent(s) in Subjects with Schizophrenia|Schizophrenia|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=101464|http://clinicaltrials.gov/show/NCT00086593|[C0064636]|[lamotrigine]
1830|GSK|A Multi-Center, Double blind, Placebo-controlled, Randomized, Parallel Group Evaluation of the Efficacy of a Flexible Dose of Lamotrigine versus Placebo As Add-On Therapy In Schizophrenia|Schizophrenia|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=SCA30926|http://clinicaltrials.gov/show/NCT00071747|[C0064636]|[lamotrigine]
1831|GSK|An open, randomised, parallel group study in healthy, young, male and female volunteers to evaluate the pharmacokinetic characteristics of single oral does of new LAMICTAL™ formulations.|Epilepsy|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=LAM10004|nan|[C0064636]|[lamotrigine]
1832|GSK|An open-label, non-randomised, single-sequence study to investigate the effects of the combined oral contraceptive pill on the pharmacokinetics of lamotrigine and the effects of lamotrigine on the pharamcokinetics of the combined oral contraceptive pill in healthy young female subjects.|Epilepsy|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=LAM10016|nan|[C0064636]|[lamotrigine]
1881|GSK|A 12-Week, Double-Blind, Placebo-Controlled, Twice-Daily Dosing Study to Assess the Efficacy and Safety of Ropinirole in Patients Suffering from Restless Legs Syndrome (RLS) Requiring Extended Treatment Coverage|Restless Legs Syndrome|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=100013|nan|[C0244821]|[ropinirole]
